tourist_id,tourist_x,category,theme2,tourist_address_x,star,Like,scrap,telephone_x,소개,주요목적,평균 소요 시간,상세 정보,경사도(난이도),X_COORD,Y_COORD,요금 정보,편의시설,장소 특성,평일_시작,평일_끝,주말_시작,주말_끝,img_url
CONT_000000000500457,오설록티뮤지엄,"전시회, 박물관 등 문화시설","['제주여행', '제주도놀거리', '제주도체험', '오설록', '차밭', '힐링', '녹차', '디저트']",제주특별자치도 서귀포시 안덕면 신화역사로 15,5,112,3007,(+82) 064-794-5312,"제주녹차문화의 중심, 차박물관과 카페테리아, 2016 KOREAT JEJU TOP 30 선정",포토스팟,1,연중무휴 / 이용시간 : 09:00~18:00 / 하절기(4월 중순~10월 중): 09:00~19:00,중,126.2894893,33.30591329,무료,"공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터",실외,9:00:00,19:00:00,9:00:00,19:00:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202408/21/256f72ce-2f8d-4e8b-a6bb-54d4bb6bd329.jpg
CONT_000000000500685,한라산국립공원,자연관광지,"['산', '걷기/등산', '경관/포토', '친구', '사계절', '자연경관', '포토스팟', '한라산', '언택트', '단풍', '유네스코']",제주특별자치도 제주시 1100로 2070-61,5,111,1261,(+82) 064-713-9950,"한반도 3대 영산 중 하나, 유네스코가 지정한 · 세계생물권보존지역 · 세계자연유산 · 세계지질공원",,1.569672131,계절과 기후변화에 따른 입산 통제구간은 홈페이지 참고,,126.5422209,33.37666556,"무료,주차료 있음","공용주차장,화장실,편의점,음료대",,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/e9cb50d3-bb50-4f68-b6ae-05887ec8715d.jpg
CONT_000000000500535,제주4.3평화공원,역사유적지,"['테마공원', '부모', '커플', '혼자', '친구', '아이', '맑음', '흐림', '미술/박물관', '실내', '실내관광지', '어트랙션', '봄꽃', '벚꽃', '무장애관광']",제주특별자치도 제주시 명림로 430,5,57,352,(+82) 064-723-4344,반드시 기억해야 할 우리 제주의 역사가 담긴 제주 4.3 평화공원,,1.21875,"매월 첫째, 셋째 월요일 휴관 / 입장 마감 17:00 / 야외공원 24시 개방",,126.6179268,33.45126835,무료,"공용주차장,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설,엘리베이터",실내+실외,9:00:00,18:00:00,9:00:00,18:00:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202108/10/4e944e27-520c-42e6-bfa0-005337c08f92.jpg
CONT_000000000500438,에코랜드 테마파크,테마파크,"['제주여행', '제주도동쪽코스', '곶자왈', '테마공원', '어린이', '야간개장', '기차', '야외관광지', '우수관광사업체']",제주특별자치도 제주시 조천읍 번영로 1278-169,5,73,2182,(+82) 064-802-8000,"기차를 타고 감상하는 곶자왈, 원시림 테마공원","체험,포토스팟,공연/전시,기타",1.5,"12월~2월: 첫차 08:30, 막차 16:30 / 3월~11월: 첫차 08:30, 막차 19:50, 야간운영 18:10~21:50(마지막 입장 20:40)",상,126.6702787,33.44833873,"유료,성인 16,000원 / 청소년 13,000원 / 어린이 11,000원 / 경로 14,000원","공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설",실외,8:30:00,21:50:00,8:30:00,21:50:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/21/40916b0e-7ce7-4c3f-8ad1-59aeef46d4c6.png
CONT_000000000500466,용눈이오름,자연관광지,"['제주도관광', '제주도오름', '제주산책', '힐링', '구좌', '억새', '분화구', '오름추천']",제주특별자치도 제주시 구좌읍 종달리 산28,5,29,846,(+82),"능선의 아름다움을 뽐내는 오름, 김영갑 작가가 사랑한 오름",,1.569672131,2023.7.1~ 자연휴식년제(출입제한) 해제,,126.832683,33.45988024,,,실외,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202408/22/c528da67-1657-46e3-bb82-eaddb02ed706.jpg
CONT_000000000500270,비자림,자연관광지,"['걷기/등산', '아이', '흐림', '여름', '힐링', '자연경관', '어린이', '수국', '무장애관광']",제주특별자치도 제주시 구좌읍 비자숲길 55,5,94,2508,(+82) 064-710-7911,천년의 세월이 녹아든 신비로움 가득한 비자림은 500~800년생 비자나무들이 자생하는 세계적으로도 희귀한 장소다. 벼락 맞은 나무부터 긴 세월이 느껴지는 아름드리 나무까지 다양한 비자나무를 만날 수 있다.,기타,1,"이용시간 : 09:00~18:00(입장마감:17:00), 연중무휴, 애완동물 또는 음식물 일체 반입 금지",중,126.8099875,33.49040837,"유료,입장료 (일반 : 3.000원, 어린이.청소년 : 1,500원) / 장애인 할인 입장료 : 무료","공용주차장,현금결제,카드결제,화장실,무료 WIFI",실외,9:00:00,18:00:00,9:00:00,18:00:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202002/26/a3124542-e5c6-4665-9766-a8a5746ed15c.jpg
CONT_000000000500618,천지연폭포,자연관광지,"['폭포', '밤', '경관/포토', '부모', '맑음', '여름', '자연경관', '포토스팟', '유네스코', '무장애관광', '공영관광지']",제주특별자치도 서귀포시 남성중로 2-15,5,96,2777,(+82) 064-733-1528,"하늘과 땅이 만나서 이룬 연못, · 천연기념물 제163호 · 천연기념물 제27호 · 올레6코스",,1,"9:00 ~ 22:00 (입장 마감 21:20) '18년 7월부터 시행, 애완동물 출입불가",중,126.265585,33.33966276,"유료,성인 2.000원 / 어린이,청소년 1.000원 / 장애인 무료","공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설",실외,9:00:00,22:00:00,9:00:00,22:00:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202409/24/1a72123f-ca91-47e4-b13a-07ad8ff2785a.jpg
CNTS_000000000018413,광치기해변,자연관광지,"['일출', '해변', '경관/포토', '흐림', '봄', '자연경관', '포토스팟', '봄꽃', '유채꽃', '반려동물', '반려동물동반입장', '반려동물동반_해변', '반려동물동반_자연', '무장애관광', '반려동물동반_관광지']",제주특별자치도 서귀포시 성산읍 섭지코지로 63,5,40,1279,(+82) --,성산일출봉과 독특한 해안지형이 어우러져 이색적인 풍광을 간직한 곳,,1.569672131,"소형견, 중형견, 대형견 입장가능 / 동물보호법에 따라 목줄·가슴줄 길이 2미터 이내로 유지 리드줄 / 배변봉투 필수",,126.9238966,33.45231691,,공용주차장,,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/d5b7e9a3-8cfb-41cf-9623-9b15651d4c55.jpg
CONT_000000000500083,김녕해수욕장,자연관광지,"['제주도', '제주여행', '여름', '제주바다', '제주동쪽가볼만한곳', '김녕', '바다', '제주해변', '서핑']",제주특별자치도 제주시 구좌읍 구좌해안로 237,5,24,1071,(+82) 064-728-3988,김녕해수욕장에서 열리는 성세기해변축제 보러오세요,,1.569672131,"해수욕장 개장 기간 상이. 김녕 종합상황실 문의: 064-728-3987~8 / 소형견, 중형견, 대형견 입장가능 / 동물보호법에 따라 목줄·가슴줄 길이 2미터 이내로 유지 리드줄 / 배변봉투 필수",,126.759314,33.55743886,,"공용주차장,화장실,흡연구역,편의점,음료대,유도 및 안내시설",,10:00:00,19:00:00,10:00:00,19:00:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202407/15/fc931694-3362-4945-b566-be8d926476d7.jpg
CONT_000000000500474,우도산호해변 홍조단괴 서빈백사,자연관광지,"['일몰', '해변', '경관/포토', '커플', '맑음', '여름', '자연경관', '포토스팟']",제주특별자치도 제주시 우도면 우도해안길 252,5,20,577,(+82) 064-728-3394,"세계적으로 드문 홍조단괴로 이뤄진 해변, 천연기념물 438호, 우도8경",,1.569672131,,,126.9437402,33.50266659,,"공용주차장,화장실,편의점,음료대",,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/21/4ad079e6-6bf8-436b-95ef-799ae6f51507.JPG
CONT_000000000500361,세화해변,자연관광지,"['제주', '제주바다', '해수욕장', '해변', '세화해수욕장', '세화해변', '제주해변', '토끼섬', '제주해수욕장', '가족']",제주특별자치도 제주시 구좌읍 해녀박물관길 27,5,34,1354,(+82) 064-728-7783,인생 사진을 남길 수 있는 인생 바다,물놀이,1.569672131,"주차장, 화장실 있음",,126.8602562,33.52514366,무료,"공용주차장,화장실,편의점,음료대,유도 및 안내시설",실외,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202407/24/26a940f4-8517-437c-bef2-88be65dfd157.jpg
CONT_000000000500565,아쿠아플라넷 제주,"전시회, 박물관 등 문화시설","['제주도관광', '제주도실내가볼만한곳', '제주아쿠아리움', '성산', '해녀', '가오리', '제주실내관광지', '제주도여행지']",제주특별자치도 서귀포시 성산읍 섭지코지로 95,5,56,2039,(+82) 1833-7001,450여종의 바다생명체가 있는 아시아 최대 수족관,공연/전시,2.5,연중무휴 / 매표마감 : 17:00,하,126.9277955,33.43297686,"유료,종합권 : 성인 43,700원, 경로/청소년 41,800원, 어린이 39,700원","공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터",실내,9:30:00,18:00:00,9:30:00,18:00:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202408/21/99c15344-0de8-435b-ae3c-e578926aa8f8.jpg
CONT_000000000500378,송악산,자연관광지,"['일몰', '일출', '산', '해변', '걷기/등산', '친구', '커플', '맑음', '가을', '자연경관', '수국', '무장애관광', '공영관광지']",제주특별자치도 서귀포시 대정읍 송악관광로 421-1,5,29,761,(+82) 064-760-2917,서남부의 절경을 선사하는 산방산의 이웃산,등산,1.5,"소형견, 중형견, 대형견 입장가능 / 동물보호법에 따라 목줄·가슴줄 길이 2미터 이내로 유지 리드줄 / 배변봉투 필수",상,126.2908879,33.20776692,무료,"공용주차장,화장실,편의점,음료대,유도 및 안내시설",실외,0:00:00,0:00:00,0:00:00,0:00:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202008/21/c0635c84-2f2a-4681-823f-c21203ae28d3.jpg
CONT_000000000500384,쇠소깍,자연관광지,"['계곡', '휴식/힐링', '액티비티', '커플', '맑음', '여름', '자연경관', '체험', '레저/체험', '수상레저', '어트랙션', '물놀이']",제주특별자치도 서귀포시 쇠소깍로 128,4,80,2519,(+82) 064-732-1562,제주 올레 5코스의 끝이자 6코스의 시작인 바닷물과 민물이 만나는 비밀스런 계곡,체험,1.569672131,,,126.6224051,33.25424607,"무료,(승선체험료만 유료) 태우 : 성인 10,000원, 소인 5,000원 /전통조각배 : 성인 2인 이하 20,000원, 성인2인+소인1인: 25,000원","공용주차장,화장실,편의점,음료대,유도 및 안내시설",실외,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/25/c725ba8d-6837-4d07-904a-0df9f56b1ff5.JPG
CONT_000000000500079,금능해수욕장,자연관광지,"['일몰', '해수욕장', '액티비티', '아이', '맑음', '여름', '자연경관', '체험', '레저/체험', '해변', '물놀이', '어린이', '수상레저', '반려동물', '반려동물동반입장', '혼저옵서개', '반려동물동반_관광지']",제주특별자치도 제주시 한림읍 금능길 119-10,5,24,718,(+82) 064-728-3983~4,"제주시 한림읍에 위치한 금능해수욕장은 서쪽의 인기 명소인 협재해수욕장과 바로 이어져 있다. 파란 물감을 풀어놓은 것 같은 바다부터 생김새가 귀여운 비양도, 촉감이 보슬거리는 모래사장까지 이웃한 해변과 비슷한 풍경을 품고 있지만 그보다 사람이 붐비지 않아 여유로운 것이 매력이다.",,1.569672131,"해수욕장 개장시간 23.06.24~08.31, 10:00~19:00 *야간개장없음(금능 종합상황실: 064-728-3983~4) / 소형견, 중형견, 대형견 입장가능 / 동물보호법에 따라 목줄·가슴줄 길이 2미터 이내로 유지 리드줄 / 배변봉투 필수, 입욕불가 / 제주특별자치도 해수욕장 개장기간, 시간 및 이용수칙 등 고시에 따름",,126.2358899,33.39044882,,"공용주차장,화장실,편의점,음료대,유도 및 안내시설",,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/25/120296bb-0959-4579-ad37-c559e95b434c.JPG
CONT_000000000500171,마라도,자연관광지,"['섬속의섬', '휴식/힐링', '부모', '아이', '맑음', '가을', '자연경관', '어린이', '공영관광지']",제주특별자치도 서귀포시 대정읍 마라로101번길 46,5,24,589,(+82) 064-760-4014,"난대성 해양 동식물이 풍부하고 경관이 아름다운 유인도 중에 국토 최남단인 섬, 천연기념물 제423호",,1.569672131,,,126.2671657,33.11848091,,"화장실,편의점",,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/0c267f62-8261-4cc7-bca9-99aa4f446365.jpg
CONT_000000000500425,애월해안도로,자연관광지,"['일몰', '해변', '드라이브', '커플', '맑음', '여름', '자연경관']",제주특별자치도 제주시 애월읍 애월해안로,5,62,1888,(+82) 064-728-3394,"도보, 자전거, 자동차 뭐든 좋은 서부해안도로",,1.569672131,,,126.3572978,33.47880554,,"공용주차장,화장실,편의점,음료대,유도 및 안내시설",실외,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/25/08f0e41c-8741-4820-9969-77261804192d.JPG
CONT_000000000500471,용머리해안,자연관광지,"['해변', '휴식/힐링', '부모', '커플', '맑음', '봄', '자연경관', '유네스코', '무장애관광']",제주특별자치도 서귀포시 안덕면 사계리 112-3,5,39,1563,(+82) 064-760-6321,시간이 보여주는 위대함 속으로 · 천연기념물 제526호 · 올레10코스,,1.569672131,"연중무휴/이용시간은 일출·일몰시간에 따라 변경될 수 있음(만조 및 기상악화 시 통제) 관람당일 입장통제 시간 미리 확인필요(064-794-2940), 애완동물 출입불가 /인스타그램에 실시간으로 용머리해안 관람안내 6sot_official",,126.3147366,33.23165676,"유료,입장료 (성인: 2,000원, 어린이.청소년 : 1,000원) / 노인.장애인 할인 입장료 : 무료","공용주차장,화장실,유도 및 안내시설",,9:00:00,17:00:00,9:00:00,17:00:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202409/25/e7b66d4c-0ec8-48aa-b700-51d923282b9c.jpg
CONT_000000000500056,곽지해수욕장,자연관광지,"['해수욕장', '일몰', '곽지', '곽지해수욕장', '제주해수욕장', '제주바다', '곽지리', '물놀이', '바다']",제주특별자치도 제주시 애월읍 애월원당길 (곽지리),5,31,646,(+82) 064-728-3985,시원한 용천수를 뿜어내는 노천탕이 있는 곳,,1.569672131,"여름 해수욕장 개장 : 2024.6.24~8.31 10:00~19:00 (곽지 종합상황실: 064-728-3985~6) / 소형견, 중형견, 대형견 입장가능 / 동물보호법에 따라 목줄·가슴줄 길이 2미터 이내로 유지 리드줄 / 배변봉투 필수, 입욕불가 / 제주특별자치도 해수욕장 개장기간, 시간 및 이용수칙 등 고시에 따름",,126.3046732,33.45065751,,"공용주차장,화장실,편의점,음료대,유도 및 안내시설",,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/25/51ef76f8-3171-4261-8423-a58df63d40aa.jpg
CNTS_000000000019973,한라산영실코스,자연관광지,"['부모', '커플', '혼자', '친구', '경관/포토', '오름', '사계절', '자연경관', '체험', '포토스팟', '한라산', '언택트', '어트랙션', '단풍']",제주특별자치도 서귀포시 영실로 246,5,34,609,(+82) 064-747-9950,"가장 짧지만 가장 아름다운, 한라산 등산코스",,3,기상 상황에 따라 입산 통제될 수 있으니 확인 필요.,,126.4805131,33.34010372,"무료,주차비 유료.",,실외,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/26/eaf38b55-60a6-4b5a-af34-994a413137ec.jpg
CONT_000000000500531,정방폭포,자연관광지,"['폭포', '경관/포토', '커플', '여름', '자연경관', '포토스팟', '공영관광지']",제주특별자치도 서귀포시 칠십리로214번길 37,5,36,1614,(+82) 064-733-1530,높은곳에서 바다로 떨어지는 물줄기의 시원함 · 명승 제43호 · 올레6코스,"포토스팟,기타",1,"연중무휴/일몰에 따라 입장마감시간 변동되므로 방문전 확인필수, 애완동물 출입불가",상,126.5716053,33.24499661,"유료,어른 2.000원 / 청소년 1.000원 / 장애인 경로인 경우 무료","공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설",실외,9:00:00,17:50:00,9:00:00,17:50:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202409/25/1607868f-80ba-4f86-94cd-77a8c7d52cd6.jpg
CONT_000000000500570,제주절물자연휴양림,자연관광지,"['제주여행', '자연휴양림추천', '숲속의집', '휴양림', '힐링', '숲길', '제주자연', '제주산책', '가족여행']",제주특별자치도 제주시 명림로 584,5,62,1267,(+82) 064-728-1510,삼나무 숲에서 즐기는 산림욕,기타,1.5,"입장시간 : (3월-10월) 07시~18시 , (11월-2월) 07시~17시 /연중무휴",상,126.6252036,33.44004926,"유료,성인 1,000원, 청소년 600원, 어린이300원, 장애인.만65세이상 입장료 무료","공용주차장,현금결제,카드결제,화장실,유도 및 안내시설,경보 및 피난시설",실외,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202408/26/131ed198-3674-48f0-907a-5e86178b9875.jpg
CONT_000000000500469,용두암,자연관광지,"['공영관광지', '일출', '해변', '경관/포토', '맑음', '자연경관', '포토스팟', '무장애관광']",제주특별자치도 제주시 용두암길 15,5,43,1382,(+82) 064-728-3917,용이 승천하려다 뜻을 이루지 못했다는 전설을 담고 있는 곳 · 제주도기념물 제57호 · 올레17코스,"기타,포토스팟",1,"소형견, 중형견, 대형견 입장 가능 / 동물보호법에 따라 목줄 또는 가슴줄 2미터 이내로 유지 / 배변봉투 필수",상,126.5119571,33.51611062,"무료,주차요금 별도","공용주차장,화장실,음료대",실외,0:00:00,0:00:00,0:00:00,0:00:00,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/39fa654e-5805-4d29-9dfc-e8950f29292a.jpg
CNTS_000000000018432,가파도,자연관광지,"['섬속의섬', '경관/포토', '휴식/힐링', '친구', '커플', '맑음', '봄', '자연경관', '포토스팟', '언택트']",제주특별자치도 서귀포시 대정읍 가파리,5,15,323,(+82) 064-794-7130,돌담과 바다가 어우러지면서 아름다운 풍경을 자아내는 가파도 청보리,,1.569672131,,,126.2714103,33.17001212,"유료,승선왕복요금(해상공원입장료포험) 성인 14,100원 청소년 13,900원, 소인 7,100원, 경로인 10,500원, 장애인 6,600원",,,,,,,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/27/dda1f901-cf1a-4e6b-b453-89371a056609.jpg
